iter 35," acc, nmi, ri = (0.433, 0.40942, 0.03977)", loss:0.03977, n_changed_assignment:3187, time:612.053
iter 36," acc, nmi, ri = (0.43353, 0.41105, 0.04695)", loss:0.04695, n_changed_assignment:3256, time:625.628
iter 37," acc, nmi, ri = (0.43544, 0.41192, 0.03246)", loss:0.03246, n_changed_assignment:3556, time:637.710
iter 38," acc, nmi, ri = (0.4333, 0.41418, 0.03288)", loss:0.03288, n_changed_assignment:3409, time:652.163
iter 39," acc, nmi, ri = (0.43283, 0.41383, 0.03373)", loss:0.03373, n_changed_assignment:3154, time:661.897
iter 40," acc, nmi, ri = (0.43049, 0.41442, 0.02789)", loss:0.02789, n_changed_assignment:2829, time:668.653
iter 41," acc, nmi, ri = (0.43297, 0.41535, 0.03704)", loss:0.03704, n_changed_assignment:2796, time:678.697
iter 42," acc, nmi, ri = (0.42969, 0.41413, 0.03219)", loss:0.03219, n_changed_assignment:3409, time:692.981
iter 43," acc, nmi, ri = (0.43106, 0.41504, 0.02866)", loss:0.02866, n_changed_assignment:3261, time:700.543
iter 44," acc, nmi, ri = (0.43437, 0.41519, 0.02836)", loss:0.02836, n_changed_assignment:4066, time:708.184
iter 45," acc, nmi, ri = (0.43007, 0.41572, 0.02133)", loss:0.02133, n_changed_assignment:4497, time:718.384
iter 46," acc, nmi, ri = (0.43026, 0.41524, 0.0218)", loss:0.02180, n_changed_assignment:3100, time:729.914
iter 47," acc, nmi, ri = (0.42937, 0.41703, 0.0242)", loss:0.02420, n_changed_assignment:2944, time:737.263
iter 48," acc, nmi, ri = (0.42863, 0.41637, 0.01993)", loss:0.01993, n_changed_assignment:2075, time:744.866
iter 49," acc, nmi, ri = (0.42854, 0.41774, 0.02201)", loss:0.02201, n_changed_assignment:3221, time:753.962
iter 50," acc, nmi, ri = (0.42846, 0.41694, 0.02074)", loss:0.02074, n_changed_assignment:3039, time:761.681
iter 51," acc, nmi, ri = (0.42543, 0.41728, 0.01905)", loss:0.01905, n_changed_assignment:2970, time:773.319
iter 52," acc, nmi, ri = (0.42824, 0.41635, 0.01675)", loss:0.01675, n_changed_assignment:3445, time:781.212
iter 53," acc, nmi, ri = (0.42697, 0.41817, 0.01801)", loss:0.01801, n_changed_assignment:2975, time:788.684
iter 54," acc, nmi, ri = (0.42659, 0.41884, 0.01525)", loss:0.01525, n_changed_assignment:2421, time:803.746
iter 55," acc, nmi, ri = (0.42634, 0.41794, 0.01381)", loss:0.01381, n_changed_assignment:2883, time:811.895
iter 56," acc, nmi, ri = (0.42627, 0.41711, 0.01579)", loss:0.01579, n_changed_assignment:2953, time:819.395
iter 57," acc, nmi, ri = (0.42286, 0.41632, 0.01266)", loss:0.01266, n_changed_assignment:2457, time:828.952
iter 58," acc, nmi, ri = (0.42017, 0.41622, 0.01567)", loss:0.01567, n_changed_assignment:3333, time:843.706
iter 59," acc, nmi, ri = (0.42064, 0.41777, 0.01378)", loss:0.01378, n_changed_assignment:3008, time:855.179
iter 60," acc, nmi, ri = (0.42103, 0.41882, 0.01122)", loss:0.01122, n_changed_assignment:2026, time:861.047
iter 61," acc, nmi, ri = (0.42323, 0.41883, 0.01813)", loss:0.01813, n_changed_assignment:3986, time:868.626
iter 62," acc, nmi, ri = (0.42456, 0.41801, 0.01222)", loss:0.01222, n_changed_assignment:2403, time:880.726
iter 63," acc, nmi, ri = (0.42469, 0.41843, 0.01021)", loss:0.01021, n_changed_assignment:3609, time:889.417
